2020-12-21T00:00,23.6
2020-12-21T00:30,23.6
2020-12-21T01:00,23.7
2020-12-21T01:30,23.7
2020-12-21T02:00,23.8
2020-12-21T02:30,23.8
2020-12-21T03:00,23.6
2020-12-21T03:30,23.4
2020-12-21T04:00,23.3
2020-12-21T04:30,23.2
2020-12-21T05:00,23.1
2020-12-21T05:30,23.1
2020-12-21T06:00,22.9
2020-12-21T06:30,22.8
2020-12-21T07:00,22.8
2020-12-21T07:30,22.7
2020-12-21T08:00,22.6
2020-12-21T08:30,22.6
2020-12-21T09:00,22.6
2020-12-21T09:30,22.5
2020-12-21T10:00,22.4
2020-12-21T10:30,22.4
2020-12-21T11:00,22.4
2020-12-21T11:30,22.4
2020-12-21T12:00,22.4
2020-12-21T12:30,22.5
2020-12-21T13:00,22.6
2020-12-21T13:30,22.6
2020-12-21T14:00,22.8
2020-12-21T14:30,22.8
2020-12-21T15:00,22.8
2020-12-21T15:30,22.8
2020-12-21T16:00,22.9
2020-12-21T16:30,22.9
2020-12-21T17:00,23.0
2020-12-21T17:30,23.1
2020-12-21T18:00,23.1
2020-12-21T18:30,23.1
2020-12-21T19:00,23.1
2020-12-21T19:30,23.2
2020-12-21T20:00,23.2
2020-12-21T20:30,23.3
2020-12-21T21:00,23.4
2020-12-21T21:30,23.4
2020-12-21T22:00,23.4
2020-12-21T22:30,23.4
2020-12-21T23:00,23.1
2020-12-21T23:30,23.6
2020-12-22T00:00,23.9
2020-12-22T00:30,23.4
2020-12-22T01:00,23.1
2020-12-22T01:30,23.0
2020-12-22T02:00,22.9
2020-12-22T02:30,22.8
2020-12-22T03:00,22.8
2020-12-22T03:30,22.7
2020-12-22T04:00,22.6
2020-12-22T04:30,22.6
2020-12-22T05:00,22.6
2020-12-22T05:30,22.5
2020-12-22T06:00,22.5
2020-12-22T06:30,22.4
2020-12-22T07:00,22.4
2020-12-22T07:30,22.4
2020-12-22T08:00,22.4
2020-12-22T08:30,22.3
2020-12-22T09:00,22.3
2020-12-22T09:30,22.3
2020-12-22T10:00,22.3
2020-12-22T10:30,22.4
2020-12-22T11:00,22.4
2020-12-22T11:30,22.4
2020-12-22T12:00,22.7
2020-12-22T12:30,22.9
2020-12-22T13:00,23.1
2020-12-22T13:30,23.3
2020-12-22T14:00,23.6
2020-12-22T14:30,23.4
